Haupt_oder_Linktabelle;Name_der_Tabelle;Name_des_Felds;Datentyp;Sprechender_Tabellenname;Sprechender_Feldname
LINK;RMEDEDO;ACTIVE;NUMBER(1,0);rMeDeDo;Active.rMeDeDo
LINK;RMEDEDO;CLIENTNO;FLOAT;rMeDeDo;ClientNo.rMeDeDo
LINK;RMEDEDO;CREATEDATE;DATE;rMeDeDo;CreateDate.rMeDeDo
LINK;RMEDEDO;CREATEUSER;NVARCHAR2(50);rMeDeDo;CreateUser.rMeDeDo
LINK;RMEDEDO;MASSDATA;NUMBER(1,0);rMeDeDo;MassData.rMeDeDo
LINK;RMEDEDO;MASTERPK;VARCHAR2(50);rMeDeDo;MasterPk.rMeDeDo
LINK;RMEDEDO;OFFLINEDATA;NUMBER(1,0);rMeDeDo;OfflineData.rMeDeDo
LINK;RMEDEDO;PK;VARCHAR2(50);rMeDeDo;Pk.rMeDeDo
LINK;RMEDEDO;RIGHTPK;VARCHAR2(50);rMeDeDo;RightPk.rMeDeDo
LINK;RMEDEDO;SLAVEPK;VARCHAR2(50);rMeDeDo;SlavePk.rMeDeDo
LINK;RMEDEDO;STATUS;VARCHAR2(50);rMeDeDo;Status.rMeDeDo
LINK;RMEDEDO;UPDATEDATE;DATE;rMeDeDo;UpdateDate.rMeDeDo
LINK;RMEDEDO;UPDATEUSER;NVARCHAR2(50);rMeDeDo;UpdateUser.rMeDeDo
LINK;RMEDEDO;WFINSTANCEID;VARCHAR2(50);rMeDeDo;WFInstanceId.rMeDeDo
LINK;RMEDENO;ACTIVE;NUMBER(1,0);rMeDeNo;Active.rMeDeNo
LINK;RMEDENO;CLIENTNO;FLOAT;rMeDeNo;ClientNo.rMeDeNo
LINK;RMEDENO;CREATEDATE;DATE;rMeDeNo;CreateDate.rMeDeNo
LINK;RMEDENO;CREATEUSER;NVARCHAR2(50);rMeDeNo;CreateUser.rMeDeNo
LINK;RMEDENO;MASSDATA;NUMBER(1,0);rMeDeNo;MassData.rMeDeNo
LINK;RMEDENO;MASTERPK;VARCHAR2(50);rMeDeNo;MasterPk.rMeDeNo
LINK;RMEDENO;OFFLINEDATA;NUMBER(1,0);rMeDeNo;OfflineData.rMeDeNo
LINK;RMEDENO;PK;VARCHAR2(50);rMeDeNo;Pk.rMeDeNo
LINK;RMEDENO;RIGHTPK;VARCHAR2(50);rMeDeNo;RightPk.rMeDeNo
LINK;RMEDENO;SLAVEPK;VARCHAR2(50);rMeDeNo;SlavePk.rMeDeNo
LINK;RMEDENO;STATUS;VARCHAR2(50);rMeDeNo;Status.rMeDeNo
LINK;RMEDENO;UPDATEDATE;DATE;rMeDeNo;UpdateDate.rMeDeNo
LINK;RMEDENO;UPDATEUSER;NVARCHAR2(50);rMeDeNo;UpdateUser.rMeDeNo
LINK;RMEDENO;WFINSTANCEID;VARCHAR2(50);rMeDeNo;WFInstanceId.rMeDeNo
LINK;RMOENAC;ACTIVE;NUMBER(1,0);rMoEnAc;Active.rMoEnAc
LINK;RMOENAC;CLIENTNO;FLOAT;rMoEnAc;ClientNo.rMoEnAc
LINK;RMOENAC;CREATEDATE;DATE;rMoEnAc;CreateDate.rMoEnAc
LINK;RMOENAC;CREATEUSER;NVARCHAR2(50);rMoEnAc;CreateUser.rMoEnAc
LINK;RMOENAC;MASSDATA;NUMBER(1,0);rMoEnAc;MassData.rMoEnAc
LINK;RMOENAC;MASTERPK;VARCHAR2(50);rMoEnAc;MasterPk.rMoEnAc
LINK;RMOENAC;OFFLINEDATA;NUMBER(1,0);rMoEnAc;OfflineData.rMoEnAc
LINK;RMOENAC;PK;VARCHAR2(50);rMoEnAc;Pk.rMoEnAc
LINK;RMOENAC;RIGHTPK;VARCHAR2(50);rMoEnAc;RightPk.rMoEnAc
LINK;RMOENAC;SLAVEPK;VARCHAR2(50);rMoEnAc;SlavePk.rMoEnAc
LINK;RMOENAC;STATUS;VARCHAR2(50);rMoEnAc;Status.rMoEnAc
LINK;RMOENAC;UPDATEDATE;DATE;rMoEnAc;UpdateDate.rMoEnAc
LINK;RMOENAC;UPDATEUSER;NVARCHAR2(50);rMoEnAc;UpdateUser.rMoEnAc
LINK;RMOENAC;WFINSTANCEID;VARCHAR2(50);rMoEnAc;WFInstanceId.rMoEnAc
LINK;RMOENDO;ACTIVE;NUMBER(1,0);rMoEnDo;Active.rMoEnDo
LINK;RMOENDO;CLIENTNO;FLOAT;rMoEnDo;ClientNo.rMoEnDo
LINK;RMOENDO;CREATEDATE;DATE;rMoEnDo;CreateDate.rMoEnDo
LINK;RMOENDO;CREATEUSER;NVARCHAR2(50);rMoEnDo;CreateUser.rMoEnDo
LINK;RMOENDO;MASSDATA;NUMBER(1,0);rMoEnDo;MassData.rMoEnDo
LINK;RMOENDO;MASTERPK;VARCHAR2(50);rMoEnDo;MasterPk.rMoEnDo
LINK;RMOENDO;OFFLINEDATA;NUMBER(1,0);rMoEnDo;OfflineData.rMoEnDo
LINK;RMOENDO;PK;VARCHAR2(50);rMoEnDo;Pk.rMoEnDo
LINK;RMOENDO;RIGHTPK;VARCHAR2(50);rMoEnDo;RightPk.rMoEnDo
LINK;RMOENDO;SLAVEPK;VARCHAR2(50);rMoEnDo;SlavePk.rMoEnDo
LINK;RMOENDO;STATUS;VARCHAR2(50);rMoEnDo;Status.rMoEnDo
LINK;RMOENDO;UPDATEDATE;DATE;rMoEnDo;UpdateDate.rMoEnDo
LINK;RMOENDO;UPDATEUSER;NVARCHAR2(50);rMoEnDo;UpdateUser.rMoEnDo
LINK;RMOENDO;WFINSTANCEID;VARCHAR2(50);rMoEnDo;WFInstanceId.rMoEnDo
LINK;RNETCRGETARIF;ACTIVE;NUMBER(1,0);rNETCRGETARIF;Active.rNETCRGETARIF
LINK;RNETCRGETARIF;CLIENTNO;FLOAT;rNETCRGETARIF;ClientNo.rNETCRGETARIF
LINK;RNETCRGETARIF;CREATEDATE;DATE;rNETCRGETARIF;CreateDate.rNETCRGETARIF
LINK;RNETCRGETARIF;CREATEUSER;NVARCHAR2(50);rNETCRGETARIF;CreateUser.rNETCRGETARIF
LINK;RNETCRGETARIF;MASSDATA;NUMBER(1,0);rNETCRGETARIF;MassData.rNETCRGETARIF
LINK;RNETCRGETARIF;MASTERPK;VARCHAR2(50);rNETCRGETARIF;MasterPk.rNETCRGETARIF
LINK;RNETCRGETARIF;OFFLINEDATA;NUMBER(1,0);rNETCRGETARIF;OfflineData.rNETCRGETARIF
LINK;RNETCRGETARIF;PK;VARCHAR2(50);rNETCRGETARIF;Pk.rNETCRGETARIF
LINK;RNETCRGETARIF;RIGHTPK;VARCHAR2(50);rNETCRGETARIF;RightPk.rNETCRGETARIF
LINK;RNETCRGETARIF;SLAVEPK;VARCHAR2(50);rNETCRGETARIF;SlavePk.rNETCRGETARIF
LINK;RNETCRGETARIF;STATUS;VARCHAR2(50);rNETCRGETARIF;Status.rNETCRGETARIF
LINK;RNETCRGETARIF;UPDATEDATE;DATE;rNETCRGETARIF;UpdateDate.rNETCRGETARIF
LINK;RNETCRGETARIF;UPDATEUSER;NVARCHAR2(50);rNETCRGETARIF;UpdateUser.rNETCRGETARIF
LINK;RNETCRGETARIF;WFINSTANCEID;VARCHAR2(50);rNETCRGETARIF;WFInstanceId.rNETCRGETARIF
LINK;RNEWSEM;ACTIVE;NUMBER(1,0);rNewsEm;Active.rNewsEm
LINK;RNEWSEM;CLIENTNO;FLOAT;rNewsEm;ClientNo.rNewsEm
LINK;RNEWSEM;CREATEDATE;DATE;rNewsEm;CreateDate.rNewsEm
LINK;RNEWSEM;CREATEUSER;NVARCHAR2(50);rNewsEm;CreateUser.rNewsEm
LINK;RNEWSEM;MASSDATA;NUMBER(1,0);rNewsEm;MassData.rNewsEm
LINK;RNEWSEM;MASTERPK;VARCHAR2(50);rNewsEm;MasterPk.rNewsEm
LINK;RNEWSEM;OFFLINEDATA;NUMBER(1,0);rNewsEm;OfflineData.rNewsEm
LINK;RNEWSEM;PK;VARCHAR2(50);rNewsEm;Pk.rNewsEm
LINK;RNEWSEM;RIGHTPK;VARCHAR2(50);rNewsEm;RightPk.rNewsEm
LINK;RNEWSEM;SLAVEPK;VARCHAR2(50);rNewsEm;SlavePk.rNewsEm
LINK;RNEWSEM;STATUS;VARCHAR2(50);rNewsEm;Status.rNewsEm
LINK;RNEWSEM;UPDATEDATE;DATE;rNewsEm;UpdateDate.rNewsEm
LINK;RNEWSEM;UPDATEUSER;NVARCHAR2(50);rNewsEm;UpdateUser.rNewsEm
LINK;RNEWSEM;WFINSTANCEID;VARCHAR2(50);rNewsEm;WFInstanceId.rNewsEm
LINK;ROPAC;ACTIVE;NUMBER(1,0);rOpAc;Active.rOpAc
LINK;ROPAC;CLIENTNO;FLOAT;rOpAc;ClientNo.rOpAc
LINK;ROPAC;CREATEDATE;DATE;rOpAc;CreateDate.rOpAc
LINK;ROPAC;CREATEUSER;NVARCHAR2(50);rOpAc;CreateUser.rOpAc
LINK;ROPAC;DEFAULTOP;NUMBER(1,0);rOpAc;DefaultOp.rOpAc
LINK;ROPAC;MASSDATA;NUMBER(1,0);rOpAc;MassData.rOpAc
LINK;ROPAC;MASTERPK;VARCHAR2(50);rOpAc;MasterPk.rOpAc
LINK;ROPAC;OFFLINEDATA;NUMBER(1,0);rOpAc;OfflineData.rOpAc
LINK;ROPAC;PK;VARCHAR2(50);rOpAc;Pk.rOpAc
LINK;ROPAC;RIGHTPK;VARCHAR2(50);rOpAc;RightPk.rOpAc
LINK;ROPAC;SLAVEPK;VARCHAR2(50);rOpAc;SlavePk.rOpAc
LINK;ROPAC;STATUS;VARCHAR2(50);rOpAc;Status.rOpAc
LINK;ROPAC;UPDATEDATE;DATE;rOpAc;UpdateDate.rOpAc
LINK;ROPAC;UPDATEUSER;NVARCHAR2(50);rOpAc;UpdateUser.rOpAc
LINK;ROPAC;WFINSTANCEID;VARCHAR2(50);rOpAc;WFInstanceId.rOpAc
LINK;ROPCOPE;ACTIVE;NUMBER(1,0);rOpCoPe;Active.rOpCoPe
LINK;ROPCOPE;CLIENTNO;FLOAT;rOpCoPe;ClientNo.rOpCoPe
LINK;ROPCOPE;CREATEDATE;DATE;rOpCoPe;CreateDate.rOpCoPe
LINK;ROPCOPE;CREATEUSER;NVARCHAR2(50);rOpCoPe;CreateUser.rOpCoPe
LINK;ROPCOPE;MASSDATA;NUMBER(1,0);rOpCoPe;MassData.rOpCoPe
LINK;ROPCOPE;MASTERPK;VARCHAR2(50);rOpCoPe;MasterPk.rOpCoPe
LINK;ROPCOPE;OFFLINEDATA;NUMBER(1,0);rOpCoPe;OfflineData.rOpCoPe
LINK;ROPCOPE;PK;VARCHAR2(50);rOpCoPe;Pk.rOpCoPe
LINK;ROPCOPE;RELATIONTYPEKEYOP;VARCHAR2(50);rOpCoPe;RelationTypeKeyOp.rOpCoPe
LINK;ROPCOPE;RIGHTPK;VARCHAR2(50);rOpCoPe;RightPk.rOpCoPe
LINK;ROPCOPE;SLAVEPK;VARCHAR2(50);rOpCoPe;SlavePk.rOpCoPe
LINK;ROPCOPE;STATUS;VARCHAR2(50);rOpCoPe;Status.rOpCoPe
LINK;ROPCOPE;UPDATEDATE;DATE;rOpCoPe;UpdateDate.rOpCoPe
LINK;ROPCOPE;UPDATEUSER;NVARCHAR2(50);rOpCoPe;UpdateUser.rOpCoPe
LINK;ROPCOPE;WFINSTANCEID;VARCHAR2(50);rOpCoPe;WFInstanceId.rOpCoPe
LINK;ROPDO;ACTIVE;NUMBER(1,0);rOpDo;Active.rOpDo
LINK;ROPDO;CLIENTNO;FLOAT;rOpDo;ClientNo.rOpDo
LINK;ROPDO;CREATEDATE;DATE;rOpDo;CreateDate.rOpDo
LINK;ROPDO;CREATEUSER;NVARCHAR2(50);rOpDo;CreateUser.rOpDo
LINK;ROPDO;MASSDATA;NUMBER(1,0);rOpDo;MassData.rOpDo
LINK;ROPDO;MASTERPK;VARCHAR2(50);rOpDo;MasterPk.rOpDo
LINK;ROPDO;OFFLINEDATA;NUMBER(1,0);rOpDo;OfflineData.rOpDo
LINK;ROPDO;PK;VARCHAR2(50);rOpDo;Pk.rOpDo
LINK;ROPDO;RIGHTPK;VARCHAR2(50);rOpDo;RightPk.rOpDo
LINK;ROPDO;SLAVEPK;VARCHAR2(50);rOpDo;SlavePk.rOpDo
LINK;ROPDO;STATUS;VARCHAR2(50);rOpDo;Status.rOpDo
LINK;ROPDO;UPDATEDATE;DATE;rOpDo;UpdateDate.rOpDo
LINK;ROPDO;UPDATEUSER;NVARCHAR2(50);rOpDo;UpdateUser.rOpDo
LINK;ROPDO;WFINSTANCEID;VARCHAR2(50);rOpDo;WFInstanceId.rOpDo
LINK;ROPFEA;ACTIVE;NUMBER(1,0);rOpFea;Active.rOpFea
LINK;ROPFEA;CLIENTNO;FLOAT;rOpFea;ClientNo.rOpFea
LINK;ROPFEA;CREATEDATE;DATE;rOpFea;CreateDate.rOpFea
LINK;ROPFEA;CREATEUSER;NVARCHAR2(50);rOpFea;CreateUser.rOpFea
LINK;ROPFEA;MASSDATA;NUMBER(1,0);rOpFea;MassData.rOpFea
LINK;ROPFEA;MASTERPK;VARCHAR2(50);rOpFea;MasterPk.rOpFea
LINK;ROPFEA;OFFLINEDATA;NUMBER(1,0);rOpFea;OfflineData.rOpFea
LINK;ROPFEA;PK;VARCHAR2(50);rOpFea;Pk.rOpFea
LINK;ROPFEA;RIGHTPK;VARCHAR2(50);rOpFea;RightPk.rOpFea
LINK;ROPFEA;SLAVEPK;VARCHAR2(50);rOpFea;SlavePk.rOpFea
LINK;ROPFEA;STATUS;VARCHAR2(50);rOpFea;Status.rOpFea
LINK;ROPFEA;UPDATEDATE;DATE;rOpFea;UpdateDate.rOpFea
LINK;ROPFEA;UPDATEUSER;NVARCHAR2(50);rOpFea;UpdateUser.rOpFea
LINK;ROPFEA;WFINSTANCEID;VARCHAR2(50);rOpFea;WFInstanceId.rOpFea
LINK;ROPNO;ACTIVE;NUMBER(1,0);rOpNo;Active.rOpNo
LINK;ROPNO;CLIENTNO;FLOAT;rOpNo;ClientNo.rOpNo
LINK;ROPNO;CREATEDATE;DATE;rOpNo;CreateDate.rOpNo
LINK;ROPNO;CREATEUSER;NVARCHAR2(50);rOpNo;CreateUser.rOpNo
LINK;ROPNO;MASSDATA;NUMBER(1,0);rOpNo;MassData.rOpNo
LINK;ROPNO;MASTERPK;VARCHAR2(50);rOpNo;MasterPk.rOpNo
LINK;ROPNO;OFFLINEDATA;NUMBER(1,0);rOpNo;OfflineData.rOpNo
LINK;ROPNO;PK;VARCHAR2(50);rOpNo;Pk.rOpNo
LINK;ROPNO;RIGHTPK;VARCHAR2(50);rOpNo;RightPk.rOpNo
LINK;ROPNO;SLAVEPK;VARCHAR2(50);rOpNo;SlavePk.rOpNo
LINK;ROPNO;STATUS;VARCHAR2(50);rOpNo;Status.rOpNo
LINK;ROPNO;UPDATEDATE;DATE;rOpNo;UpdateDate.rOpNo
LINK;ROPNO;UPDATEUSER;NVARCHAR2(50);rOpNo;UpdateUser.rOpNo
LINK;ROPNO;WFINSTANCEID;VARCHAR2(50);rOpNo;WFInstanceId.rOpNo
LINK;ROPOI;ACTIVE;NUMBER(1,0);rOpOi;Active.rOpOi
LINK;ROPOI;CLIENTNO;FLOAT;rOpOi;ClientNo.rOpOi
LINK;ROPOI;CREATEDATE;DATE;rOpOi;CreateDate.rOpOi
LINK;ROPOI;CREATEUSER;NVARCHAR2(50);rOpOi;CreateUser.rOpOi
LINK;ROPOI;MASSDATA;NUMBER(1,0);rOpOi;MassData.rOpOi
LINK;ROPOI;MASTERPK;VARCHAR2(50);rOpOi;MasterPk.rOpOi
LINK;ROPOI;OFFLINEDATA;NUMBER(1,0);rOpOi;OfflineData.rOpOi
LINK;ROPOI;PK;VARCHAR2(50);rOpOi;Pk.rOpOi
LINK;ROPOI;RIGHTPK;VARCHAR2(50);rOpOi;RightPk.rOpOi
LINK;ROPOI;SLAVEPK;VARCHAR2(50);rOpOi;SlavePk.rOpOi
LINK;ROPOI;STATUS;VARCHAR2(50);rOpOi;Status.rOpOi
LINK;ROPOI;UPDATEDATE;DATE;rOpOi;UpdateDate.rOpOi
LINK;ROPOI;UPDATEUSER;NVARCHAR2(50);rOpOi;UpdateUser.rOpOi
LINK;ROPOI;WFINSTANCEID;VARCHAR2(50);rOpOi;WFInstanceId.rOpOi
LINK;ROPPJ;ACTIVE;NUMBER(1,0);rOpPj;Active.rOpPj
LINK;ROPPJ;CLIENTNO;FLOAT;rOpPj;ClientNo.rOpPj
LINK;ROPPJ;CREATEDATE;DATE;rOpPj;CreateDate.rOpPj
LINK;ROPPJ;CREATEUSER;NVARCHAR2(50);rOpPj;CreateUser.rOpPj
LINK;ROPPJ;MASSDATA;NUMBER(1,0);rOpPj;MassData.rOpPj
LINK;ROPPJ;MASTERPK;VARCHAR2(50);rOpPj;MasterPk.rOpPj
LINK;ROPPJ;OFFLINEDATA;NUMBER(1,0);rOpPj;OfflineData.rOpPj
LINK;ROPPJ;PK;VARCHAR2(50);rOpPj;Pk.rOpPj
LINK;ROPPJ;RIGHTPK;VARCHAR2(50);rOpPj;RightPk.rOpPj
LINK;ROPPJ;SLAVEPK;VARCHAR2(50);rOpPj;SlavePk.rOpPj
LINK;ROPPJ;STATUS;VARCHAR2(50);rOpPj;Status.rOpPj
LINK;ROPPJ;UPDATEDATE;DATE;rOpPj;UpdateDate.rOpPj
LINK;ROPPJ;UPDATEUSER;NVARCHAR2(50);rOpPj;UpdateUser.rOpPj
LINK;ROPPJ;WFINSTANCEID;VARCHAR2(50);rOpPj;WFInstanceId.rOpPj
LINK;RPCSUMPRCA;ACTIVE;NUMBER(1,0);rPCSUMPrCa;Active.rPCSUMPrCa
LINK;RPCSUMPRCA;CLIENTNO;FLOAT;rPCSUMPrCa;ClientNo.rPCSUMPrCa
LINK;RPCSUMPRCA;CREATEDATE;DATE;rPCSUMPrCa;CreateDate.rPCSUMPrCa
LINK;RPCSUMPRCA;CREATEUSER;NVARCHAR2(50);rPCSUMPrCa;CreateUser.rPCSUMPrCa
LINK;RPCSUMPRCA;MASSDATA;NUMBER(1,0);rPCSUMPrCa;MassData.rPCSUMPrCa
LINK;RPCSUMPRCA;MASTERPK;VARCHAR2(50);rPCSUMPrCa;MasterPk.rPCSUMPrCa
LINK;RPCSUMPRCA;OFFLINEDATA;NUMBER(1,0);rPCSUMPrCa;OfflineData.rPCSUMPrCa
LINK;RPCSUMPRCA;PK;VARCHAR2(50);rPCSUMPrCa;Pk.rPCSUMPrCa
LINK;RPCSUMPRCA;RIGHTPK;VARCHAR2(50);rPCSUMPrCa;RightPk.rPCSUMPrCa
LINK;RPCSUMPRCA;SLAVEPK;VARCHAR2(50);rPCSUMPrCa;SlavePk.rPCSUMPrCa
LINK;RPCSUMPRCA;STATUS;VARCHAR2(50);rPCSUMPrCa;Status.rPCSUMPrCa
LINK;RPCSUMPRCA;UPDATEDATE;DATE;rPCSUMPrCa;UpdateDate.rPCSUMPrCa
LINK;RPCSUMPRCA;UPDATEUSER;NVARCHAR2(50);rPCSUMPrCa;UpdateUser.rPCSUMPrCa
LINK;RPCSUMPRCA;WFINSTANCEID;VARCHAR2(50);rPCSUMPrCa;WFInstanceId.rPCSUMPrCa
LINK;RPEAC;ACTIVE;NUMBER(1,0);rPeAc;Active.rPeAc
LINK;RPEAC;CLIENTNO;FLOAT;rPeAc;ClientNo.rPeAc
LINK;RPEAC;CREATEDATE;DATE;rPeAc;CreateDate.rPeAc
LINK;RPEAC;CREATEUSER;NVARCHAR2(50);rPeAc;CreateUser.rPeAc
LINK;RPEAC;MASSDATA;NUMBER(1,0);rPeAc;MassData.rPeAc
LINK;RPEAC;MASTERPK;VARCHAR2(50);rPeAc;MasterPk.rPeAc
LINK;RPEAC;OFFLINEDATA;NUMBER(1,0);rPeAc;OfflineData.rPeAc
LINK;RPEAC;PK;VARCHAR2(50);rPeAc;Pk.rPeAc
LINK;RPEAC;RIGHTPK;VARCHAR2(50);rPeAc;RightPk.rPeAc
LINK;RPEAC;SLAVEPK;VARCHAR2(50);rPeAc;SlavePk.rPeAc
LINK;RPEAC;STATUS;VARCHAR2(50);rPeAc;Status.rPeAc
LINK;RPEAC;UPDATEDATE;DATE;rPeAc;UpdateDate.rPeAc
LINK;RPEAC;UPDATEUSER;NVARCHAR2(50);rPeAc;UpdateUser.rPeAc
LINK;RPEAC;WFINSTANCEID;VARCHAR2(50);rPeAc;WFInstanceId.rPeAc
LINK;RPEACCEXT;ACTIVE;NUMBER(1,0);rPeAccExt;Active.rPeAccExt
LINK;RPEACCEXT;CLIENTNO;FLOAT;rPeAccExt;ClientNo.rPeAccExt
LINK;RPEACCEXT;CREATEDATE;DATE;rPeAccExt;CreateDate.rPeAccExt
LINK;RPEACCEXT;CREATEUSER;NVARCHAR2(50);rPeAccExt;CreateUser.rPeAccExt
LINK;RPEACCEXT;MASSDATA;NUMBER(1,0);rPeAccExt;MassData.rPeAccExt
LINK;RPEACCEXT;MASTERPK;VARCHAR2(50);rPeAccExt;MasterPk.rPeAccExt
LINK;RPEACCEXT;OFFLINEDATA;NUMBER(1,0);rPeAccExt;OfflineData.rPeAccExt
LINK;RPEACCEXT;PK;VARCHAR2(50);rPeAccExt;Pk.rPeAccExt
LINK;RPEACCEXT;RIGHTPK;VARCHAR2(50);rPeAccExt;RightPk.rPeAccExt
LINK;RPEACCEXT;SLAVEPK;VARCHAR2(50);rPeAccExt;SlavePk.rPeAccExt
LINK;RPEACCEXT;STATUS;VARCHAR2(50);rPeAccExt;Status.rPeAccExt
LINK;RPEACCEXT;UPDATEDATE;DATE;rPeAccExt;UpdateDate.rPeAccExt
LINK;RPEACCEXT;UPDATEUSER;NVARCHAR2(50);rPeAccExt;UpdateUser.rPeAccExt
LINK;RPEACCEXT;WFINSTANCEID;VARCHAR2(50);rPeAccExt;WFInstanceId.rPeAccExt
LINK;RPEACCINT;ACTIVE;NUMBER(1,0);rPeAccInt;Active.rPeAccInt
LINK;RPEACCINT;CLIENTNO;FLOAT;rPeAccInt;ClientNo.rPeAccInt
LINK;RPEACCINT;CREATEDATE;DATE;rPeAccInt;CreateDate.rPeAccInt
LINK;RPEACCINT;CREATEUSER;NVARCHAR2(50);rPeAccInt;CreateUser.rPeAccInt
LINK;RPEACCINT;MASSDATA;NUMBER(1,0);rPeAccInt;MassData.rPeAccInt
LINK;RPEACCINT;MASTERPK;VARCHAR2(50);rPeAccInt;MasterPk.rPeAccInt
LINK;RPEACCINT;OFFLINEDATA;NUMBER(1,0);rPeAccInt;OfflineData.rPeAccInt
LINK;RPEACCINT;PK;VARCHAR2(50);rPeAccInt;Pk.rPeAccInt
LINK;RPEACCINT;RIGHTPK;VARCHAR2(50);rPeAccInt;RightPk.rPeAccInt
LINK;RPEACCINT;SLAVEPK;VARCHAR2(50);rPeAccInt;SlavePk.rPeAccInt
LINK;RPEACCINT;STATUS;VARCHAR2(50);rPeAccInt;Status.rPeAccInt
LINK;RPEACCINT;UPDATEDATE;DATE;rPeAccInt;UpdateDate.rPeAccInt
LINK;RPEACCINT;UPDATEUSER;NVARCHAR2(50);rPeAccInt;UpdateUser.rPeAccInt
LINK;RPEACCINT;WFINSTANCEID;VARCHAR2(50);rPeAccInt;WFInstanceId.rPeAccInt
LINK;RPEADV;ACTIVE;NUMBER(1,0);rPeAdv;Active.rPeAdv
LINK;RPEADV;CLIENTNO;FLOAT;rPeAdv;ClientNo.rPeAdv
LINK;RPEADV;CREATEDATE;DATE;rPeAdv;CreateDate.rPeAdv
LINK;RPEADV;CREATEUSER;NVARCHAR2(50);rPeAdv;CreateUser.rPeAdv
LINK;RPEADV;MASSDATA;NUMBER(1,0);rPeAdv;MassData.rPeAdv
LINK;RPEADV;MASTERPK;VARCHAR2(50);rPeAdv;MasterPk.rPeAdv
LINK;RPEADV;OFFLINEDATA;NUMBER(1,0);rPeAdv;OfflineData.rPeAdv
LINK;RPEADV;PK;VARCHAR2(50);rPeAdv;Pk.rPeAdv
LINK;RPEADV;RIGHTPK;VARCHAR2(50);rPeAdv;RightPk.rPeAdv
LINK;RPEADV;SLAVEPK;VARCHAR2(50);rPeAdv;SlavePk.rPeAdv
LINK;RPEADV;STATUS;VARCHAR2(50);rPeAdv;Status.rPeAdv
LINK;RPEADV;UPDATEDATE;DATE;rPeAdv;UpdateDate.rPeAdv
LINK;RPEADV;UPDATEUSER;NVARCHAR2(50);rPeAdv;UpdateUser.rPeAdv
LINK;RPEADV;WFINSTANCEID;VARCHAR2(50);rPeAdv;WFInstanceId.rPeAdv
LINK;RPECOPE;ACTIVE;NUMBER(1,0);rPeCoPe;Active.rPeCoPe
LINK;RPECOPE;CLIENTNO;FLOAT;rPeCoPe;ClientNo.rPeCoPe
LINK;RPECOPE;CREATEDATE;DATE;rPeCoPe;CreateDate.rPeCoPe
LINK;RPECOPE;CREATEUSER;NVARCHAR2(50);rPeCoPe;CreateUser.rPeCoPe
LINK;RPECOPE;MASSDATA;NUMBER(1,0);rPeCoPe;MassData.rPeCoPe
LINK;RPECOPE;MASTERPK;VARCHAR2(50);rPeCoPe;MasterPk.rPeCoPe
LINK;RPECOPE;OFFLINEDATA;NUMBER(1,0);rPeCoPe;OfflineData.rPeCoPe
LINK;RPECOPE;PK;VARCHAR2(50);rPeCoPe;Pk.rPeCoPe
LINK;RPECOPE;RIGHTPK;VARCHAR2(50);rPeCoPe;RightPk.rPeCoPe
LINK;RPECOPE;SLAVEPK;VARCHAR2(50);rPeCoPe;SlavePk.rPeCoPe
LINK;RPECOPE;STATUS;VARCHAR2(50);rPeCoPe;Status.rPeCoPe
LINK;RPECOPE;UPDATEDATE;DATE;rPeCoPe;UpdateDate.rPeCoPe
LINK;RPECOPE;UPDATEUSER;NVARCHAR2(50);rPeCoPe;UpdateUser.rPeCoPe
LINK;RPECOPE;WFINSTANCEID;VARCHAR2(50);rPeCoPe;WFInstanceId.rPeCoPe
LINK;RPEDEP;ACTIVE;NUMBER(1,0);rPeDep;Active.rPeDep
LINK;RPEDEP;CLIENTNO;FLOAT;rPeDep;ClientNo.rPeDep
LINK;RPEDEP;CREATEDATE;DATE;rPeDep;CreateDate.rPeDep
LINK;RPEDEP;CREATEUSER;NVARCHAR2(50);rPeDep;CreateUser.rPeDep
LINK;RPEDEP;MASSDATA;NUMBER(1,0);rPeDep;MassData.rPeDep
LINK;RPEDEP;MASTERPK;VARCHAR2(50);rPeDep;MasterPk.rPeDep
LINK;RPEDEP;OFFLINEDATA;NUMBER(1,0);rPeDep;OfflineData.rPeDep
LINK;RPEDEP;PK;VARCHAR2(50);rPeDep;Pk.rPeDep
LINK;RPEDEP;RIGHTPK;VARCHAR2(50);rPeDep;RightPk.rPeDep
LINK;RPEDEP;SLAVEPK;VARCHAR2(50);rPeDep;SlavePk.rPeDep
LINK;RPEDEP;STATUS;VARCHAR2(50);rPeDep;Status.rPeDep
LINK;RPEDEP;UPDATEDATE;DATE;rPeDep;UpdateDate.rPeDep
LINK;RPEDEP;UPDATEUSER;NVARCHAR2(50);rPeDep;UpdateUser.rPeDep
LINK;RPEDEP;WFINSTANCEID;VARCHAR2(50);rPeDep;WFInstanceId.rPeDep
LINK;RPEDO;ACTIVE;NUMBER(1,0);rPeDo;Active.rPeDo
LINK;RPEDO;CLIENTNO;FLOAT;rPeDo;ClientNo.rPeDo
LINK;RPEDO;CREATEDATE;DATE;rPeDo;CreateDate.rPeDo
LINK;RPEDO;CREATEUSER;NVARCHAR2(50);rPeDo;CreateUser.rPeDo
LINK;RPEDO;MASSDATA;NUMBER(1,0);rPeDo;MassData.rPeDo
LINK;RPEDO;MASTERPK;VARCHAR2(50);rPeDo;MasterPk.rPeDo
